,text,is_hate_speech
199,@iPGaur @imanveergurjar Kamya english sikha rahi hate failane k sath sath,no
200,I hate heen khaan ye video Maine abhi dekha kuch galat nahi bolla usne kun itna bada issue bana rahe ho sab sach baat  bol rahi hai wo jo hum aur aap bhi bolte hai heena ke hater hone ka matlab ye nahi ki kisi bhi baat ka issue banao,yes
201,"PM ki post ki izzat krte hai isliye gaali nhi di, mgr jo PM ki post pr hai wo khoon choos raja hai desh ka or ap jese log uska sath de rahe hai",no
202,Hina ki team aisi hi hai kewal nafrat hi rakhti hai..Manu bhai,no
203,aaj hina ki baari aayi to apne time pe rone lgi public se appl karne lgi,no
204,Puri fake hai,no
205,I hate pungi for doing what they did with luv and Akash but Hina ne ankhon main mirch daali Hai and usne Baal bhi kaate Hai,yes
206,Poora India yahi soch raha hai bro ki jhooti ko tv industry se laye hai ki dusre planet se hate her,yes
207,Akash aur luv ke saath to boht galat Kiya but Hina ke saath wohi Kiya Jo usne Kiya the that's why I hate pungi,yes
208,"Hina khan chalak aur dhokebaaj Lomdi hai, Mai aaj ke task mein hoti toh Uska ka nak katke use shurpanakha banati, I just hate her",yes
209,She hate punish and bandagi iss liye.... Aur madam bolati h unbiased hu...,no
210,"Zillat ki jeet se behtar Izzat ki haar hai, Vikas Gupta ka kahna hai ke shilpa se sakht nafrat karte hai lekin aankh band kar ke support karte hai bhayya ye konsi nafrat hai... #BB11 @doveeyeshashtag",yes
211,Hina ne khud shilpa ke baal kate ajj apni trun toh India dekh raha hai ek ladki dusri ladki ke baal cut kar rahi hai hate Hina nd love shilp,no
212,"Yeah that's why I hate salman ,pichli baar bhi salman ne bahut bola tha Gaurav Chopra ko aur side manveer manu ki leta rehta tha",yes
213,"Bahot gande log hai yaar ye #PunishSharma and #BandagiKalra ,,disgusting",no
214,Punish ki life me do hi cheeze chalti hai... 1) bandagi 2) gandagi,no
215,I HATE IT jab samny rakhi cheez na milay matlab abhi tou men ny yahan rakhi thi zameen kha gae kya,yes
216,Chill yaar shilpaa...wo nahi samjhegi.. apna khoon math jala gulab k piche...Wo bas Akash PE taras kharahi aur kuch nai...calm down..,no
217,@BenafshaSoona acha hua k aap bahar aa gyi wrna hmari ankho s to khoon ki nadiyaan bah rhi thi.. U were not played well ben.. Apne ghar m gandgi felai hai hina khan or priyank k sath milkr..,no
218,Ha kamyaji ye aapne sahi dekha hai esi hai wo.tabhi to sabhi use etna hate karte hai in se to swami om bhi achhe the yaar #thooo hina khan haak thooooooooook,yes
219,"@adnanjilani4 Adnan Jeelani4 Super Hit Dramas Wafa Bewafa Se, Humare Ghar Mein, Mohabbat Nafrat Se, Aatish pic.twitter.com/TmpwDDB4kN",no
220,Tu unhi ki.najyaz aulaad hoga teri amma ka rape karkar chod diya hoga warna hume to yahi confirm chakke hain hijde hain aur han gandu bhi he,no
221,"Kisi producer ne isko agar show diya to unki bohot bari galti hogi, bcoz isne logo ka itna nafrat gain kiya hai ki TRP zero ho jayega uss show ka. @i_shilpa_shinde @Im_ShilpaShinde @Shilpa_Shinde_ @shilpa_shindey",no
222,Tumne half dekha Hai pura Dekho,no
223,Hina Ne Fb Fan Following ke baare me kaha Jo Sach Hai h Gauhar ke Followers Kam h fb pe,no
224,Sanjeeda vala Vikas ne bhi agree kiya ki gore log screen pe itne acche nahi dikhte,no
225,Hate karne ka reason laao,no
226,"Apne family ko khoon ke aansoo rulane wali bathroom ja ja ke, khud  mirchi lagnese khoon ke aansoo nikalne lagi  #BB11 #BiggBoss11 #BiggBoss",no
227,Wah Wah kya baat he par viyapam ghotale ki jaaz me 50 se jyada murder ho Gaye he . Apne tou world record Bana diya Saab. Badhai ho apko,no
228,Fake Hina besaram arshi ki sakal se hi nafrat ho gyi hme,yes
229,Are nahi tag line was “Main Khoon Ke Aansu Royi Hu Kal”... khud ki galti or khud hi chilla rahi thi... #bb11,no
230,Hate speech cases sirf mojahiro pe Banty hae,no
231,"hai jaise Hitler,musolini,stalin,bagdadi aye the or sab khatm ho gye vaise ye daur bhi history ho jayega",no
232,Haan shilpa ne kya kiya aaj humne dekh Liya akash k saath jo kiya usne uske baad se I really hate that woman,yes
233,Haleem beef hota hai sharma ji!!!! Modi ke sau khoon maaf hai bhaiyya! Chamche paalna modi ji se sekhe koi,no
234,Sanchalk the to tum kese bol sakte Ho kisiko uth za bol k aaj tumari vzase Hari hey hina ki team I hate you vikas and Shilpa,yes
235,"Abhi tk to main kisiko vote nahi kr rha tha par ab zarur larunga luv ko, aur jitne baal uske kate h gandagi aur peeley daat n kasam itni nafrat ho chuki h na, agr unhone itni limit tk jana tha toh saalo ko pehle hi ganja kr dete, kyun hina n apne baal kate?",yes
236,Jiss tarhan woh Hina ka stuff phanek rahi thi,no
237,Rightly said...purane episode ki baat karni ...aaj to bichara rok rha tha and kuch galt b ni kiya...fir bhi...kha se laate h itni hate,no
238,"Bhai karan in Terrorist logo se bat mat kar apna hi bura hai , ye kisi ke sage nahi hote , inka alien mohammad khud kehta hai terrorism failao , bhai mat bat kar is jihadan se",no
239,Yaha jo stupid haters log barking kar rhe are stupid log tum to kehto ho tum hina ke hater ho lekin mujhe jaha tak pta bai hum kiso ko hate karte hai to usske bare mai baat bhi karna pasand nhi karte lekin tumlog to 24*7 hina ke barre mai baat karte ho no matter hate comments,no
240,@BiggBossNewz agar puneesh aur bandagi kalkothri m jate hai toh murder 2 ban jayegi bigboss k ghar m,no
241,"Ekdam ekdam sahi bola....kehe nahi sakte shilpa or punish ka defend krte krte khud hi na shahid ho jay....""Aao shilpa Maa mujhse bhi khoon kardo plzz""",no
242,Kal 2000 Gujaratiyo ke Khoon se apna haath rang ne wala Haiwan ask apne aapko Gujarat ka beta keh raha hai!!!!,no
243,Kya hoga ya bhai.. itna hatred..??,no
244,Hahaha Hina fare ki baat tum mat kro Duniya ki Sabse fake tum Ho or ye arshi Badha Hina Hina Kar Rahi hai do din Mai juta khyegi Hina se but Shilpa ji plz ab arshi ko Kabhi accept maaf na Krna we hate her usne bht ghatiya Kiya apke sat h..,yes
245,Nhi jayenge aur rahi baat #luv tyagi ki uski to vaat lagni wali hai .. #Fakina always hate u,yes
246,DHARNA DALWANAY KA LYA. JIS JUDGE NA MUMTAZ QADRI KO PHANSI KI SAZA DI US KO KUCH NAHIN OR GALIAN KIS KO,no
247,Hina se hate itni hai ki bandagi ki gandagi bhi sahi lag rai hai tumko...,yes
248,Tune kion ladai ki #Shilpa ji se tu bahut fake hai #Arshi. Vikas Gupta ne there like kya kya nhi kiya tune us vikas Gupta ko bura bola u fake person loser .hate u,yes
249,hina ke against me jo  hi hoga vo sahi hoga i hate hinakhan,yes
250,Hina se hate inka itna badh chuka hai ke sahi galat aur insaniyat ki tameez kho bethe hai.,yes
251,Gawd! Is @Biggboss k season ne dusre celebs k bhi asli chehre dikha diye. Shocking,no
252,I hate heena too par bhai gali mat do,no
253,#BANDAGI PUNISHI KO TO BAHER K JAIL ME DALO WAQEI SUFAID CHUDAIL KALA RAKSHAS...WE ALL HATE PUNGI GANDAGI KI DUKAN DONO ARSHI KO SHILPA SE LADA K NOMINATION SE BACHNA CHAHTE HAIN YE KUTTE KUTYA..KIDE PADEN PUNGI KO,yes
254,thank you geeta ma'am. Insaan Nafrat me sahi aur galat hi bhool jata...,no
255,"Hiten is my Fev, but wo entertain nhi h",no
256,Or vo bakri ka rape nhi karte Hai vo unki begam hi hoti hai,no
257,Do one thing yr sabse pehle @GAUAHAR_KHAN n @iamkamyapunjabi ko tag karo n dikhao unhe k kisi ko HATE krne me itna ANDHA hona achha nai h..kam se kam sach jaan k ZAHAR uglo. Inko khudka @lostboy54 n Arshi b us convo me the wo to inko dikhega nai bas HINA HINA kra lo inse #ajiblog,no
258,Shilpa  ko  jese  show  se  nikal  ke faka  hai  wese  he  bb se  bhi  nikal  ke  fake  do  kuch  deserve  nahe  karte  wo I hate  Shilpa  shinde,yes
259,Dikhta h Kon loser h Kal dekhna tumhaari bandagi and puneesh jaayenge jail then majja aayega ..Shilpa bhi khoon ke aasu royegi @eyehinakhan #hinakhan stay strong,no
260,Hina ne bandagi ko darane ke liye khudke thode kaate but bandagi ne uske bahot saare kaate hain .. It's not a fact just blind hate Lol agar tumko lagta hai wo sahi tha to I have nothing to say,no
261,Akash ki kya halat ki h ....aur wo bitch bandagi baar baar khoon k ansu khoon k ansu kr rahi h dikhe to nhi aansu...kisi k mirchi ankh mei jae to wo ankh nhi khol paega...bt wo thodi der mei khadi thi task mei waooo...,no
262,Vote for luv tyagi...  Aaj jo hua..  Uske baad he deserves to stay in bb house.... Such cruel punish and bandagi...  Is waqt vikas ne trimmer q nhi chhinna uske haath se...  I hate punish bandagi vikas shilpa...,yes
263,Hate @eyehinakhan . Trigger wahi karti hai.. Uske show me bhi chubti thi.. Or yaha bhi.,yes
264,"Marne ke liye sirf public hai, ye dono haramkhor ganje Bhaion ko is liye roka gaya taa ke Hamara mazeed khoon choos saken!!",no
265,ji hona chahiye #stand against #terror...,no
266,YE hai desh ki police ke haal,no
267,"murder karne waale ko aachaarsahita ki wajha se action se dur kiya hua hai,har... http://fb.me/6zG4UrmoE",no
268,"Ppp corupt zardari mafya bun chuki,sindi awam unse sakht nafrat karta,ab sindi ki umid,gareeb Mazloom ka bhadr sathi",yes
269,zyada hogya hai rape se aagay nikal gayi hai aj kahani...,no
270,kisse bol rahe ho bhakt ko bol kar hi laya gaya ye bhadwa kadyani take hatred fela sake but d Q y d ppl go to dis show,no
271,Listen to Aj Phir tum pe piyaar aya hai..... Hate Story2..... Arijit Singh by Awais jalil #np on #SoundCloudhttps://soundcloud.com/awais-jalil/aaj-phir-video-song-hate-stor …,no
272,hehe wo writing ki wjase arhi thi  apni writing ko chukandar anaar aur kajar khilao take uska khoon bane,no
273,Riasati loug he hy nah jo Phir Aam worker k rape k baad qatal hone pr mulzimon ki pusht pnahi krte??,no
274,party to girls kar rahi hai wo to bechara rape hone gaya hai lagta hai,no
275,people are more important than their mistakes. Nafrat karna nahi aata. Hota hi nahi yaar. Aur Apno se toh bilkul nahi.,no
276,@gauravcsawant ek bar phir 90s ki tarah fauj ke hath khol ke dekho India kya duniya se terrorism khatam kar degi #indianarmy.,no
277,ek bar phir 90s ki tarah fauj ke hath khol ke dekho India kya duniya se terrorism khatam kar degi #indianarmy.,no
278,ayesha aur muhammad ka rape hi kaladhan hai,no
279,magar ye media walay to jaan boojh ker paise ke liye sab karrahe hain.,no
280,Karachi k baad Lahore mei bhi Rangers operation hona chahyay.,no
281,Logic: Taa k lahore b political terrorism sy nijat paaye.,no
282,"@alee5386 I hate you so much aaaleee , tum chor kar mujhe so kaise Gaye??!??",yes
283,haan ! Congress ke rajya mein hota hi kya tha ..sirf ghotale scam rape mehangayi ..,no
284,@BeingSalmanKhan Mujhe bilkul bhi pasand nahi k sm fans of urs uss stupid ko Bhabhi kahen khoon jalta hai mera .,no
285,Jab rape ho rahe hote hai tab nhi aate yai nautanki karne.. Tilak lagake.. Mera bharat mahan  .. http://fb.me/1XkyGSXGE,no
286,mujhe bhi..I hate it..,yes
287,ye q Rohan k sath hai I hate yr ajeb c hai,yes
288,Bejoy bose ka murder thodi na kiya tha,no
289,... Tum log bhi acha kro ... yahan Terrorism krwane jin RAW walon ko bhjte ho tum log woh pakre jate hain,no
290,"Kabhi nafrat to kabhi dilo ka mail hai,",no
291,Be dosti hi yaha “NOT FOR SALE” hai. pic.twitter.com/kcgcEOSw6b,no
292,"In Hindi there is song 4 Pak establishment, ""Tayyab Ali Pyaar ka Dushman hai hai hai.... Pak love to hate.",no
293,juth muje bhi pasnd nai.. I Hate It.. jo bat samne bolna hai bolo acha lagta h,yes
294,Aur Trust Kabhi na kabhi aiSe waise tut jata h,no
295,Isi wale muhammad aur allah ki ayesha ka rape kr rhe ...ayesha bachao bacho kr rhi,no
296,"1 @Mufti_Yasir AAP IS BHAGODE @TarekFatah ko MUAAF KARDEN, ISME MARDON KA KHOON NAHI HAI. JO DEBATE KARE.",no
297,JO DEBATE KARE.,no
298,MR.MUKESH AMBANEE MADARCHAOD TERRE BETEE NISHA USHKEE GAAND KISEE AUR SE MARAYEE AIR BAOLEE MAI RAPE,no
299,TEREE POLICE KI MSS CHAODOON,no
300,# Hakumat Khud Dahshatgard hai Agents ko Pala hua hai Lootmaar Crime Murder se Maal Banarahe hain,no
301,One Faadu Question...,no
302,Ye Nafrat bhara programme band karo Ye Islam ko badnam karne ki kodhish hay,no
303,Bewakoof banakar khaayi me fek dete hai ...Use gaali dete hai ...use judge karte hai ..use hate karte hai toh woh bacha bohat sadme me din,no
304,waise hi ho ga jaisa har rapist aap ki party se hota hai aur aap phir bhi rape party ko support karti hai.,no
305,pehle se pata tha but aaj confirm ho gaya apna kuch nhi jaata but still i hate them,yes
306,Kya bat karte ho sir?,no
307,tum aaj ptaa chaala hai main smart hu?,no
308,"I don't hate , let them love apna kya jaata hai?",no
309,INKE PAS LICENSE HAI KHOON KHARABA KARNE KA,no
310,I love you kahne par bhi or i hate you kahne par bhi bura maan jate haiv,no
311,Es army ka Maine bohat sath diya lekin Lahore attack k baad mujhe Es khusri army se nafrat ho gayi hai. Enkay pas atom nhi@OfficialDGISPR,yes
312,kabhi kabhi logon ki nafrat hi insan ki strength ka reason hota ha,no
313,Bhagwa atankiyon ne bhi rape kiye hain...,no
314,I hate cigeratte lekin kbhi kbhar dil chahta hai k pe he lu.,yes
315,"Zee news pe Fatah ka Fatwa ban hona chahiye, ye yahan Hindu aur Musalamanon men Nafrat faila Raha hai.",no
316,frustration & hatred bhai bhai,no
317,"@Rasheed14741988 Aur to baar baar Indian agency par lapet raha hai, Islamic terrorism koi Indian ka phenomena to nahi",no
318,aby randi ke bachy Rape ke kaam india main hote hain ... rapistan india ko bolte hain,no
319,"Sir hukmaranon ko to kya kehna, Army ko bhee ab recharge k liey khoon chahiye ZIADA, AUR ZIADA",no
320,16  Dec 2014 (Nirbhaya Rape Case) ke Baad se Aaj se Delhi Mahilaao ke liye kitni Surakshit Hui hai ?,no
321,ye dekho Prashant ko terror ka religion para chal Gaya. Sharam Karo.,no
322,"1@Mufti_Yasir AAP IS BHAGODE @TarekFatah ko MUAAF KARDEN, ISME MARDON KA KHOON NAHI HAI. JO DEBATE KARE.",no
323,Dil to chahta ha Hitler ki tarha tamam HODs ko sammandar main lajakar kashti bumb maar da army,no
324,Aaj ek question Z News pr pucha Gaya... 16 Dec 2014 (Nirbhaya Rape Case) ke Baad se Aaj se Delhi Mahilaao ke liye kitni Surakshit Hui hai ?,no
325,aap hi ja k supreme court k judges ka kaam kar leejiye na. kabhi to bhai samjhdaari ki baat kr liya kro sir ji!!,no
326,"Aaj he DNA me dikhaa raha tha ke aap ne dilli ke Gaand maar Rakhi hai, daily rape ho rahe hai.",no
327,1.Agar terrorism ka end chty hain to apny ass pas k garebon ka khyal rakha krain kyon k go b khud ko bomb se urata hai woh gareb hi hota hai,no
328,Abe ganje @ShekharGupta tu batting karta rah @yadavakhilesh ka because of hate @narendramodi 11th march. @tavleen_singhhttps://twitter.com/shekhargupta/status/831343862664695809 …,no
329,mohabbat ky pardy mai karty ho nafrat.,no
330,BACCHE KABHI KABHI RAPE KARLETE HAI BECHARE  https://plus.google.com/111437510627639906525/posts/NDq4qdYmJiR?_utm_source=199-1-1 …,no
331,I hate girls bolne Vale londe vohi hote hai Jo sale YouTube par jaakr how to impress girls jaisi bakchod videos dekhte hai.,no
332,"ha ha education? salo tumne education ke naam par orto ko nanga kar rakha he, or rape badhte ja rahe, sirf or sirf isliye",no
333,"ek gang ke crime se terrorism prove nahi hota, agar hota to UN ne ban lagaya hota.",no
334,"waise to shia sunni apas me ladate rahate hain iraq iran me, lekin wah terrorism nahi kaha gaya.",no
335,"aur us ek gang ke upar bhee ilzam hai, ilzam politically motivated ho saka hai.islamic terrorism worldwide hai",no
336,akhilesh se rape ka sawal pochne pe apko bahut bura lag raha hai jaise UP crime free hai aur log yu hi sawal kar rahe hain,no
337,"Islamic terrorism puri duia me ek bada problem hai, aur sab jagah muslims utpat macha rahe hain",no
338,"lekin ek gang aur kuch logon ke hone se koi hindu terrorism prove nahi hota,",no
339,"Choti si pradesh gujurat me satadhari party ke sevak lok jab aurato ko rape karte he, black mail kar rahe he to kanun bebadta thika he https://twitter.com/AjayKushwaha_/status/831482730428919810 …",no
340,reject karna tha to seedha bol deti.. Murder karwane ki kya jarurat thi  @_GlossyLipss,no
341,Islamic terrorism ek worldwide phenomena hai aur labbhag har desh ke muslims isame shamil hain,no
342,Rakesh ji apne aakaon ko samjhao WO apne knowledge ko desh ki unity & progress ke liye use Karen kab take minority se nafrat karoge,no
343,"ek kisi gang ke hone se terrorism ka hona sidh nahi hota, unlogon ka koi terrorist network nahi.",no
344,@15lakh100days Abe dhakan Islam sirf 1400 saal purana hai/tum Sab ko rape karke/marke conversion karke mulla banaya @SandipRnc https://twitter.com/15lakh100days/status/831525420562579456 …,no
345,Aur islamic terrorism worldwide phenomena hai tu ATS ke peeche laga hai jaise ATS hee sab kuch hai?,no
346,terrorism ka koi dharm nehi hota aur tere hai sasti rand k bachcho ka koi name nehi hota..,no
347,"tuk to gaya na, jo ruk gaya to woh terrorism kaise hua/ aur jo ruk gaya usako tu ghont kyon raha hai.",no
348,Baleegh ur Rehman ka rape chal raha hai Hamir Mir k show mai.,no
349,"11 logon se terrorism nahi hoti, you dumb, haan ek gang ban skata hai,",no
350,to karekarey sahab ka naam kyoun na lun jis ne hindu terrorism ka parda faash kiya,no
351,"haan hum to bhakt hai terrorist thode hain tumhari taraha, terrorism to tumhari khoon me hai.",no
352,"Islamic terrorism ka to roj pardafash hota hai to rukana chahiye tha,",no
353,mere jism ka khoon ka akhiro qatra quraban ho rasool pe aur tumhara pura body ganga nadi pe hahaha,no
354,UP ke Law n Order Ki To le ke rakhi hai,no
355,Gundagardi murder rape... http://fb.me/2X1unmAUp,no
356,aaye din terrorists attack ho rahe hain wahan se Islamic terrorism ka pata hota hai mere kahane se nahi.,no
357,hadd toh tab hogayi jab uski frnd ne bola ki annika ka murder kyu nahi hojata hadi wadi bolte the usse,no
358,Tumhare certificate ki zaroorat nahi,no
359,Muje seasat se bhot nafrat hai phans gaya account bana k jab open karun account hazer imran nawaz humza sub ki he post aa jati hai,yes
360,kyonkti tu woh bola raha hai jo hai nahi. Muslims terrorism worldwide hai aur tu thop raha hai dusaron par,no
361,mujhe v Mann karta hai murder kar du,no
362,Islamic terrorism puri dunia me hai aur hazaron lakhon Mulsims isame involved hain kewal kuch group nahi,no
363,"ek do ghatna se terrorism ka hona proof nahi hota, terrorism ek continuous phenomenoa hai aur organized",no
364,"aaj ke din me islamic terrorism ke alava koi aur terrorism nahi hai, agar hai to tu bata sakta hai kidhara hai?",no
365,MADARSON KO TERRORISM SE JORHNE WALA KHUD TERRORIST HAI.,no
366,Tamam indians chaahte hen k.hum piyaar muhabbat se rahen.. or tum nafrat ke beej bo rahe ho... shame on u @TarekFatah,no
367,Woh suna hai tumhare faujion ko unke senior rape karte hain?,no
368,Niazi HaramKhor Pakistan ko Terrorism mai dhkail raha hai,no
369,"#BanFatahkFatwa, is dor ka sab se begerat chainal zee news hai jis ne tarikh fatha ko bula kr nafrat phela rha hai#BanFatahKaFatwa",no
370,Is @TarekFatah ko hamare sanvidhan aur desh ki fikr hoti to aaj ye ZeeNews pe beth ke nafrat ka bazaar na faila raha hota #BanFatahKaFatwa,no
371,Wait karte raho sir ek din Hate Story bhi aayegi,no
372,Hamare yaha Red balloons bechne walay jail pohanch jatay hain lekn khoon bahanay walay sarko par ghoomtay hain.,no
373,Ye love hai to kya hum hate hain :(,no
374,Bc terrorism ko kis se compare kr rha h :/,no
375,Kiu kuch log chehre pr dohra chehra lekr ghumte h jese h wese kiu nhi dikhte sabke samne kuch or alag m kuch not i just hate them,yes
376,Tumere Did may hate laggakor deko Garv zoorur milaga,no
377,Tweetr pe murder ki planning padh li to ghar aake utha lenge muje,no
378,tumhara program sirf nafrat phailata hai#banfatahkafatwa,no
379,@TarekFatah hate monger hy apni hate speech ki wajeh se arrest bhi ho chuka hy @Support #suspendtarekfatahacc @SushmaSwaraj #BanFatahKaFatwa,no
380,"I hate it when people do ""ARAY AAP LEIN NA"" ""ARAY NAE NAE AAP LEIN"" on dining table. Lao bhai mujhey bhook lag rahi hai pehley mujhey de dou",yes
381,Nafrat phailane wala ye propaganda band hona chahiye.,no
382,"Ab itni bhi kya nafrat hai yaar, when is this trend going to stop convicted hogayi bas qissa khatm kro #closethechapter #SasikalaConvicted",no
383,Twitter par hum bhi 5-6 Saal se hai kyun suspend nahi huwe? Hatred aur fake videos or news post karoge to suspend to honge hi,no
384,"njab hindu terrorism ki khabar aaye to ankh awr kaan band kar lena, jayse 11 bharat mata k log pakistan mata ki",no
385,jin ka eman bik chuka ho un ko blasts se kya faraq parta hai in ko sb pata hota hai lekin phr b khamosh,no
386,6 saal ki bachi ka rape kar k naalay me phenk dete hain log us pr Emaan nahi jaagta but okay valentines day is... http://fb.me/8tVhW8Fmq,no
387,tarik fateh .....agar aap sahi job karte to hindu muslim ke same same tweet hote...tweet hi se lagta hai ke aap nafrat phela rahe ho,no
388,innovation unake khoon kae katrae katrae mein hain .,no
389,hone do bhai suspend dono side se. Kachra khtm hoga. Bht hi jyada hate spread kr rkhi in chutiyon se logo k bech,no
390,"Sahi Kaha Rohit Bemula,Akhlakh Dadri, Nirbhaya rape victim 10k inam, JNU support to afajal premi ye sabhi pap ki nadi par ki",no
391,Valentine day mananay aur terrorism karne wali 2 intahaie hein aur en dono mein Itidal acha,no
392,A beghairat. Jiski waja se hum singles ka khoon khoulta hai. https://twitter.com/MuzamilSheikhh/status/831089265329176576 …,no
393,aur jo muslim rulers ne hinhus ki hatya hindu ladies se rape kiye the uska hisab tere baap dega ......,no
394,Agar terrorism khatam karna chahte ho to Nawaz zardari Iltaf Asfandiyar ko khatam karna hoga pir mulk ka nizam teak ho jaega,no
395,"wahi to sir ji, kanoon to andha hota hae, ho sakta hae MLA ne murder karwaya ho aur ho sakta hae k MLA ko phasane k liye kisi ne.",no
396,Samajwadi party ka naam badlkr sharmindgi wali party rkh deni chahiye jahn aye din roj ldkiyo se rape hoti h.,no
397,ye to galat ho gya kisi ek taraf reho ni to bajrangdal wale tumhare hath se inka murder na kerwa de,no
398,Ab yeh toh khoon karne se pehle sochna chahiye tha na? Earth shakes when a big tree falls bhi bol dala.,no
399,Nahi lekin pyare miyan ko insaf mill jaye ga uss ki ammi ke rape aur uss ke natije maen pyare miyan ki paidaish ka.,no
400,beharhaal phansi ho usi tarha jis tarha usne zainab ko strangulate kiya hai voh saza bhi kam hai bohat kam...bohat kam,no
401,Pyar Nasha Hai Video Song HATE STORY 4 Neha Kakkar Tony Kakkar Karan Wahi: http://youtu.be/jTJeSEEsW7g?a  via @YouTube,no
402,Mohabbat Nasha Hai Video Song HATE STORY 4 Neha Kakkar Tony Kakkar Karan Wahi T Series: http://youtu.be/yqxBuMfQQ48?a  via @YouTube,no
403,han tu V hoja fir mai uske saath tera bhi murder karne aungi.,no
404,Bhai tumahare yaha bhi to rape hote hai abhi #Zainab ka rape hua tha puri duniya ne dekha tha ki pakistan women's ke liye kitna safe hai,no
405,"Masoom Zainab k sath rape or murder case ka mawazina Shahrukh Jatoi k case sy heran kun hy, buhat bari debate hosakti hy",no
406,Hume bhi waisa hi laga tha jab shriman rajyasabha na bheje jaane par vidhwa vilaap kar rahe the. I hate u kejru,yes
407,"Sale MC mere desh ka PM MODI imandar hai ye hum sab jante hain,, Baki Modi kya hai usse huko koi matlab nahi. Desh me Kai aise Kejriwal honge Jo murder kiye honge toh Tujhe hum murderer samjhe kya haram ke pille",no
408,This shows tolerance limit of Gujju .. Gujjuo ko badnaam din raat karta hai or Abhi tak ya zinda kaisa hai .. Kamaal ka thanda khoon hai gujjus ka https://twitter.com/sanjivbhatt/status/965166605541011456 …,no
409,Woow woow woow aj say almost 3500 years pehly 1 jadugarni ki tajposhi howe Thi isbeal nam ki us k b kartot kalay thay same like baji mariyam aur us aurat ko usi ki public mai say kisi nay murder her https://twitter.com/hinaparvezbutt/status/965155801814925312 …,no
410,Aapne sirf inke liye twitter khol rakha hai na bas ..sirf inko nahi bhoolte aap kabhi bhi ..aap bhi mujh jaise se hate kerte ho ..love them and love to block me ..aapko bhi sirf inki hi baate achchi lagti hai,no
411,Agr aap Sab Shilpa ko Hate krte ho and Uske against tweet krte toh means aap sirf Shilpa Hater ho,no
412,Agr aap sab Hina ke fans ho toh pls sirf aur sirf @eyehinakhan ke baare mein hi tweets kro,no
413,KYa timepass kar rahi hai....sadak pe kisi se bhi poochoge to bolega hi ki rape roko...is this a selfie campaign,no
414,Ja be tujhse baat hi kaun kr rha h I just hate tera ro sir aur baki mujhe kisise problem nhi h tu mujhe hate kr ya na kr main tujhe hate nhi karungi kyunki main sirf uss chashme wale Tom cruise ki hater hoon aur kisiki nhi aur uska reason wo tweet tha jo usne luv k liye kia tha !,no
415,Woh bhi Bhaag k arhay jinhein janti bhi nhi lol,no
416,"Who does Katiyar think he is ?Rahat Indore ji rightly said....Kirayedar hain kisi ka zayati makaan thodi hai....sabhi ka khoon hai shamil is mitti mein....Hindu,Muslim,Sikh,Isaayi.....Hindustan kisi ke baap ka thodi hai....",no
417,RAMJI ne ayodhya pahle bhi vanwaas le liya that bjp RSS ko Kyu aag laga Kar wahi mandir ke name par khoon bahana hai,no
418,Haha... Kulbushan aur Kashmir singh jaison ko mat bheja kro terrorism khatam hojai ga,yes
419,Farooq bhai.jitne bi beiman log hai..er.rashid jaise un sabko yahan pe tag karo.unke ankhe kholo.cant believe.hizbul ne hurriyat ka rape kia,no
420,to tu poor kat ko ata hate list se https://twitter.com/variaholic/status/893356844780896257 …,yes
421,"Had those shorts, hate them because zoyanyuka! Ungazibhaqa uhamba ze",no
422,Hagney gayi hogi! Kisi ney rape tu nahi kardiya ?,no
423,agar dandy bhaiya jaisi akal om ko hoti to story aage kaise bhadti hate - love story se hi story lambi hoti hai na yar,yes
424,@Musa_Kashmiri tum saale porn film dekh kar kashmiriyo ka rape karte ho.,yes
425,Aunty lecture bad ma pehlay jisko chamba house ma rape k bad qatal kara uska kon hisab daiga?Ayesha ahad ko kon insaf dilaiga?hai koi jawab?,no
426,@RahulReply Rahul Ko Khud hi lgta I hate him. Helpful hai. Achi baatein krta. Flirt krta hai Boht. Kuch Kuch hota hai Rahul tum ni samjhoge.,yes
427,"aor jo apni hi parlimentarian ko rape kar k murder karwa de..aor dosron ki biviyon ko talaq dilwa k khud shadi ker le,uske suporetr ky hein",yes
428,Main taan kuch boliya nahin Tusi odo kee kardey jado gurmeher kaur nu rape diya dhamkiya ditiya tuhadey kuttey ABvP tey RSS dey kuttey ney,no
429,Maine kab hate kiya. Rona band kro https://twitter.com/ziyahassan/status/893423550094336000 …,no
430,Bhai Jada apekha mat karo ye log India ke liye Jada kuch karte nahi agar karte to Pakistan Ko aid ke Nam par terrorism ke liye paisa na dete,no
431,Inki party ki auraton ka to rape kiya jata hai!,no
432,Kya Qusoor Hai Amala Ka After Evan-Viraj-Suveer Sunny to rape Amala https://goo.gl/fb/2FxB4U  #StarPlus #Colors,no
433,Idk!! Pata nhi kyun hate kiye jaa rahe hain!!,no
434,"Kya Qusoor Hai Amala Ka: After Evan-Viraj-Suveer, Sunny to rape Amala",no
435,Are wo hamesha bolti bolne do crow he caaaw caaaw nhi karegi to fotaage kaise Melega Abhi Arya hate romance enjoy karo,no
436,aik insaan 4 shadiyaan ke hain  ab yeah kisse kay rape karnay apna gussa share nahin kersakta hai kiyoon usnay khud 4 shaadiyan ke hain .,no
